date,R_fighter,B_fighter,Winner,weight_class,gender,no_of_rounds,R_current_win_streak,B_current_win_streak,R_longest_win_streak,B_longest_win_streak,R_current_lose_streak,B_current_lose_streak,R_wins,B_wins,R_losses,B_losses,R_total_rounds_fought,B_total_rounds_fought,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_win_by_Submission,B_win_by_Submission,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_age,B_age,R_avg_SIG_STR_landed,B_avg_SIG_STR_landed,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_landed,B_avg_TD_landed,R_avg_TD_pct,B_avg_TD_pct,R_Stance,B_Stance,R_ufc_fights,B_ufc_fights
2024-02-03,Randy Brown,Muslim Salikhov,Red,Welterweight,MALE,3,1,0,4,5,0,1,11,6,5,3,39,22,0,0,2,3,3,0,190.5,180.34,198.12,177.8,33,39,4.38,3.32,0.47,0.49,0.6,0.0,0.72,1.12,0.39,0.33,Orthodox,Orthodox,16,9
2024-02-03,Themba Gorimbo,Pete Rodriguez,Red,Welterweight,MALE,3,1,1,1,1,0,0,1,1,1,1,5,2,0,0,0,1,0,0,185.42,175.26,195.58,180.34,33,27,2.53,9.28,0.69,0.43,0.0,0.0,4.04,0.0,0.58,0.0,Orthodox,Switch,2,2
2024-02-03,JeongYeong Lee,Blake Bilder,Red,Featherweight,MALE,3,3,0,3,2,0,1,3,2,0,1,5,7,1,0,1,0,1,1,177.8,172.72,185.42,172.72,28,33,2.84,3.81,0.52,0.48,0.5,0.6,0.93,0.31,0.66,0.07,Orthodox,Switch,3,3
2024-01-20,Sean Strickland,Dricus Du Plessis,Blue,Middleweight,MALE,5,3,6,6,6,0,0,15,6,5,0,61,13,1,1,4,4,1,1,185.42,185.42,193.04,193.04,32,30,6.01,6.18,0.42,0.49,0.2,0.9,0.78,3.04,0.64,0.5,Orthodox,Switch,20,6
2024-01-20,Neil Magny,Mike Malott,Red,Welterweight,MALE,3,0,4,7,4,1,0,21,4,10,0,84,5,0,0,5,1,2,3,190.5,185.42,203.2,185.42,36,32,3.44,3.83,0.46,0.46,0.2,1.0,2.15,3.04,0.4,0.6,Orthodox,Orthodox,31,4
2024-01-20,Chris Curtis,Marc-Andre Barriault,Red,Middleweight,MALE,3,0,2,4,2,1,0,5,5,2,5,19,27,0,0,4,2,0,1,177.8,185.42,190.5,187.96,36,33,5.76,6.12,0.51,0.47,0.0,0.1,0.0,0.21,0.0,0.25,Orthodox,Orthodox,7,10
2024-01-20,Arnold Allen,Movsar Evloev,Blue,Featherweight,MALE,3,0,7,10,7,1,0,10,7,1,0,32,21,0,0,2,0,2,0,172.72,170.18,177.8,182.88,29,29,3.45,4.43,0.41,0.48,0.3,0.2,0.93,4.75,0.47,0.46,Southpaw,Orthodox,11,7
2024-01-20,Brad Katona,Garrett Armfield,Blue,Bantamweight,MALE,3,1,1,2,1,0,0,3,1,2,1,15,3,1,0,0,1,0,0,167.64,167.64,162.56,177.8,32,27,4.69,5.59,0.51,0.55,0.0,0.4,1.71,0.0,0.33,0.0,Orthodox,Orthodox,5,2
2024-01-20,Charles Jourdain,Sean Woodson,Blue,Featherweight,MALE,3,2,3,2,2,0,0,6,5,5,1,31,18,0,0,2,2,2,0,175.26,187.96,175.26,198.12,28,31,5.48,5.58,0.48,0.46,0.5,0.4,0.35,0.66,0.23,0.62,Switch,Orthodox,11,6
2024-01-20,Yohan Lainesse,Sam Patterson,Blue,Welterweight,MALE,3,0,0,1,1,1,1,2,1,2,1,7,3,0,0,1,0,0,1,185.42,190.5,193.04,198.12,31,27,2.22,2.66,0.41,0.37,0.5,3.9,0.94,1.94,0.28,1.0,Orthodox,Orthodox,4,2
2024-01-13,Magomed Ankalaev,Johnny Walker,Red,Light Heavyweight,MALE,5,9,3,9,4,0,0,9,8,1,4,31,23,1,0,5,5,0,1,190.5,198.12,190.5,208.28,31,31,3.64,3.87,0.53,0.53,0.0,0.9,1.02,0.45,0.31,1.0,Orthodox,Orthodox,10,12
2024-01-13,Jim Miller,Gabriel Benitez,Red,Lightweight,MALE,3,1,1,7,2,0,0,25,7,16,6,93,26,0,0,6,3,11,2,172.72,172.72,180.34,180.34,40,35,2.99,5.26,0.42,0.41,1.7,0.9,1.53,0.22,0.44,0.5,Southpaw,Southpaw,41,13
2024-01-13,Ricky Simon,Mario Bautista,Blue,Bantamweight,MALE,3,0,5,5,5,1,0,9,7,3,2,33,17,0,0,1,1,3,3,167.64,175.26,175.26,175.26,31,30,2.99,5.69,0.43,0.48,0.3,1.0,5.2,2.25,0.44,0.44,Orthodox,Switch,12,9
2024-01-13,Phil Hawes,Brunno Ferreira,Blue,Middleweight,MALE,3,0,0,4,2,2,1,5,2,4,1,15,3,0,0,3,2,0,0,182.88,177.8,195.58,182.88,35,31,5.33,4.99,0.59,0.54,0.2,0.0,2.11,0.89,0.34,0.16,Orthodox,Orthodox,9,3
2024-01-13,Matthew Semelsberger,Preston Parsons,Blue,Welterweight,MALE,3,0,0,2,1,2,1,5,1,4,2,23,7,0,0,2,0,0,0,185.42,180.34,190.5,180.34,31,28,3.78,3.5,0.43,0.51,0.4,2.4,1.02,3.53,0.57,0.36,Switch,Orthodox,9,3
2024-01-13,Farid Basharat,Taylor Lapilus,Red,Bantamweight,MALE,3,3,2,3,2,0,0,3,4,0,1,7,14,0,0,0,1,1,0,172.72,167.64,180.34,185.42,26,31,4.47,4.33,0.58,0.48,0.6,0.3,3.96,0.31,0.41,0.4,Orthodox,Southpaw,3,5
2023-12-16,Leon Edwards,Colby Covington,Red,Welterweight,MALE,5,11,1,11,7,0,0,13,12,2,3,55,53,3,3,3,3,1,2,187.96,180.34,187.96,182.88,32,35,2.68,3.88,0.53,0.38,0.4,0.2,1.25,3.79,0.36,0.44,Southpaw,Orthodox,15,15
2023-12-16,Shavkat Rakhmonov,Stephen Thompson,Red,Welterweight,MALE,3,5,1,5,7,0,0,5,12,0,6,9,58,0,2,1,6,4,0,185.42,182.88,195.58,190.5,29,40,4.12,4.11,0.61,0.46,1.8,0.0,1.49,0.26,0.29,0.41,Orthodox,Orthodox,5,18
2023-12-16,Tony Ferguson,Paddy Pimblett,Blue,Lightweight,MALE,3,0,4,12,4,6,0,15,4,7,0,55,7,3,0,5,1,6,2,180.34,177.8,193.04,185.42,39,28,4.91,4.94,0.45,0.53,0.9,2.1,0.39,0.91,0.35,0.25,Orthodox,Orthodox,22,4
2023-12-16,Josh Emmett,Bryce Mitchell,Red,Featherweight,MALE,3,0,1,5,6,2,0,9,7,4,1,37,21,1,0,3,0,0,1,167.64,177.8,177.8,177.8,38,29,4.04,2.3,0.36,0.58,0.1,1.6,0.91,3.45,0.37,0.41,Orthodox,Southpaw,13,8
2023-12-16,Alonzo Menifield,Dustin Jacoby,Red,Light Heavyweight,MALE,3,3,1,4,4,0,0,9,8,3,4,23,31,0,0,6,4,2,0,182.88,190.5,193.04,193.04,36,35,3.77,5.5,0.54,0.47,0.2,0.0,0.63,0.36,0.33,0.25,Orthodox,Orthodox,12,12
2023-12-16,Cody Garbrandt,Brian Kelleher,Red,Bantamweight,MALE,3,1,0,6,2,0,2,8,8,5,7,29,30,3,0,5,2,0,3,172.72,167.64,165.1,167.64,32,37,2.98,3.31,0.4,0.41,0.0,0.7,1.03,1.68,0.34,0.41,Orthodox,Switch,13,15
2023-12-16,Andre Fili,Lucas Almeida,Red,Featherweight,MALE,3,0,0,2,1,1,1,10,1,9,2,49,8,0,0,3,1,0,0,180.34,180.34,187.96,180.34,33,32,3.88,4.94,0.37,0.43,0.2,0.0,2.15,0.0,0.43,0.0,Orthodox,Orthodox,19,3
2023-12-09,Song Yadong,Chris Gutierrez,Red,Bantamweight,MALE,5,1,1,4,4,0,0,9,8,2,2,31,28,0,0,5,3,1,0,172.72,175.26,170.18,170.18,26,32,4.49,4.72,0.43,0.59,0.2,0.1,0.66,0.26,0.4,0.3,Orthodox,Orthodox,11,10
2023-12-09,Anthony Smith,Khalil Rountree Jr.,Blue,Light Heavyweight,MALE,3,1,4,3,4,0,0,14,8,10,5,56,26,1,1,7,6,5,0,193.04,185.42,193.04,193.04,35,33,3.24,3.84,0.49,0.39,0.6,0.1,0.46,0.0,0.26,0.0,Orthodox,Southpaw,24,13
2023-12-09,Nasrat Haqparast,Jamie Mullarkey,Red,Lightweight,MALE,3,2,1,3,2,0,0,7,5,4,4,30,22,0,0,1,2,0,0,177.8,182.88,182.88,187.96,28,29,6.15,4.39,0.44,0.46,0.0,0.1,0.28,2.31,0.2,0.34,Southpaw,Orthodox,11,9
2023-12-09,Tim Elliott,Sumudaerji,Red,Bantamweight,MALE,3,0,0,2,3,1,1,8,3,11,2,51,11,1,0,0,1,1,0,170.18,172.72,167.64,182.88,36,27,3.39,4.64,0.44,0.54,1.0,0.6,3.73,0.29,0.47,1.0,Southpaw,Southpaw,19,5
2023-12-09,JunYong Park,Andre Muniz,Blue,Middleweight,MALE,3,4,0,4,7,0,2,7,7,2,2,21,18,0,0,0,0,3,4,177.8,185.42,185.42,198.12,32,33,4.53,1.97,0.5,0.5,1.1,1.2,1.83,4.23,0.5,0.5,Orthodox,Southpaw,9,9
2023-12-09,Steve Garcia,Melquizael Costa,Red,Lightweight,MALE,3,2,1,2,1,0,0,4,1,2,1,10,5,0,0,4,0,0,0,182.88,177.8,190.5,180.34,31,27,5.0,3.46,0.56,0.46,0.6,1.1,1.27,2.5,0.4,0.35,Southpaw,Southpaw,6,2
2023-12-02,Beneil Dariush,Arman Tsarukyan,Blue,Lightweight,MALE,5,0,2,8,5,1,0,16,7,5,2,46,26,0,0,3,3,5,0,177.8,170.18,182.88,182.88,34,27,3.78,3.79,0.48,0.48,0.9,0.0,1.9,3.25,0.34,0.37,Southpaw,Orthodox,21,9
2023-12-02,Jalin Turner,King Green,Red,Lightweight,MALE,3,0,2,5,8,2,0,7,16,4,11,20,71,0,0,4,3,3,4,190.5,177.8,195.58,180.34,28,37,5.6,6.43,0.48,0.53,1.1,0.3,0.79,1.23,0.55,0.39,Southpaw,Orthodox,11,27
2023-12-02,Rob Font,Deiveson Figueiredo,Blue,Bantamweight,MALE,3,0,0,4,5,1,1,10,10,6,3,43,36,0,6,6,4,1,3,172.72,165.1,180.34,172.72,36,35,5.53,3.01,0.45,0.55,0.3,1.6,0.89,1.68,0.35,0.35,Orthodox,Orthodox,16,13
2023-12-02,Sean Brady,Kelvin Gastelum,Red,Welterweight,MALE,3,0,1,5,5,1,0,5,12,1,8,16,60,0,2,0,3,2,2,177.8,175.26,182.88,180.34,31,32,3.77,3.74,0.53,0.42,1.2,0.1,3.29,1.1,0.57,0.34,Orthodox,Southpaw,6,20
2023-12-02,Clay Guida,Joaquim Silva,Blue,Lightweight,MALE,3,0,0,4,3,1,1,20,5,18,4,102,21,2,0,2,3,5,0,170.18,172.72,177.8,175.26,41,34,2.64,3.66,0.33,0.43,0.6,0.8,3.13,0.39,0.36,0.5,Orthodox,Southpaw,38,9
2023-12-02,Punahele Soriano,Dustin Stoltzfus,Blue,Middleweight,MALE,3,0,0,3,1,1,1,4,2,3,4,15,14,0,0,3,1,0,0,180.34,182.88,182.88,190.5,31,32,4.89,3.51,0.53,0.44,0.0,1.0,1.48,2.45,0.56,0.41,Southpaw,Orthodox,7,6
2023-12-02,Drakkar Klose,Joe Solecki,Red,Lightweight,MALE,3,2,2,3,4,0,0,7,6,2,1,25,16,0,0,1,0,0,3,175.26,175.26,177.8,177.8,35,30,4.37,1.98,0.55,0.56,0.0,1.4,1.58,2.23,0.26,0.46,Orthodox,Orthodox,9,7
2023-12-02,Rodolfo Bellato,Ihor Potieria,Red,Light Heavyweight,MALE,3,1,0,1,1,0,1,1,2,1,2,4,5,0,0,1,2,0,0,190.5,190.5,195.58,190.5,27,27,6.47,5.13,0.61,0.5,0.5,0.0,1.09,0.0,0.25,0.0,Orthodox,Southpaw,2,4
2023-12-02,Wellington Turman,Jared Gooden,Blue,Welterweight,MALE,3,0,0,2,1,2,2,3,1,5,4,19,13,0,0,0,1,1,0,182.88,182.88,182.88,195.58,27,29,3.23,5.08,0.51,0.49,0.8,0.2,1.55,0.67,0.2,1.0,Orthodox,Orthodox,8,5
2023-11-18,Brendan Allen,Paul Craig,Red,Middleweight,MALE,5,5,1,5,4,0,0,11,9,2,6,25,29,0,0,1,3,7,6,187.96,190.5,190.5,193.04,27,35,3.98,2.45,0.53,0.46,1.4,1.6,1.74,1.68,0.47,0.2,Orthodox,Orthodox,13,15
2023-11-18,Michael Morales,Jake Matthews,Red,Welterweight,MALE,3,4,1,4,3,0,0,4,12,0,6,10,44,0,0,2,2,0,5,182.88,180.34,200.66,185.42,24,29,5.42,3.38,0.48,0.44,0.0,0.6,1.16,1.56,0.41,0.41,Orthodox,Orthodox,4,18
2023-11-18,Chase Hooper,Jordan Leavitt,Red,Lightweight,MALE,3,1,1,2,2,0,0,5,5,3,2,20,13,0,0,2,2,1,2,185.42,175.26,187.96,180.34,24,28,5.08,2.55,0.52,0.61,2.3,1.1,1.45,2.19,0.24,0.25,Southpaw,Southpaw,8,7
2023-11-18,Jonathan Pearce,Joanderson Brito,Blue,Featherweight,MALE,3,5,3,5,3,0,0,6,4,1,1,16,9,0,0,3,2,1,1,182.88,172.72,180.34,182.88,31,28,5.32,3.35,0.54,0.51,0.8,0.6,5.24,3.11,0.5,0.76,Switch,Orthodox,7,5
2023-11-18,Chad Anheliger,Jose Johnson,Blue,Bantamweight,MALE,3,0,0,2,1,1,1,2,1,1,2,9,7,0,0,1,0,0,0,167.64,182.88,162.56,180.34,36,28,3.6,2.22,0.45,0.57,0.6,0.7,0.82,0.71,0.3,0.6,Orthodox,Orthodox,3,3
2023-11-18,Christian Leroy Duncan,Denis Tiuliulin,Red,Middleweight,MALE,3,0,0,1,1,1,2,1,1,1,3,4,6,0,0,1,1,0,0,187.96,185.42,200.66,195.58,28,35,4.71,3.61,0.62,0.41,0.0,0.0,0.31,0.96,0.14,0.42,Switch,Orthodox,2,4
2023-11-18,Jeka Saragih,Lucas Alexander,Red,Featherweight,MALE,3,0,1,2,1,1,0,2,1,1,1,6,4,1,0,2,0,0,0,172.72,180.34,175.26,185.42,28,28,2.73,5.23,0.5,0.55,0.6,0.0,2.21,0.0,0.8,0.0,Orthodox,Orthodox,3,2
2023-11-11,Jiri Prochazka,Alex Pereira,Blue,Light Heavyweight,MALE,5,3,1,3,4,0,0,3,5,0,1,9,16,2,4,2,3,1,0,190.5,193.04,203.2,200.66,31,36,5.38,5.23,0.55,0.63,0.2,0.3,0.72,0.17,0.6,1.0,Orthodox,Orthodox,3,6
2023-11-11,Matt Frevola,Benoit Saint Denis,Blue,Lightweight,MALE,3,3,4,3,4,0,0,6,4,3,1,19,10,0,0,3,2,1,2,175.26,180.34,180.34,185.42,33,27,3.71,5.7,0.42,0.54,0.9,1.5,2.59,4.76,0.4,0.37,Orthodox,Southpaw,9,5
2023-11-11,Diego Lopes,Pat Sabatini,Red,Featherweight,MALE,3,1,1,1,4,0,0,1,5,2,1,7,13,0,0,0,0,1,2,180.34,172.72,182.88,177.8,28,33,3.24,2.02,0.55,0.59,3.7,1.9,0.33,3.73,0.25,0.42,Orthodox,Orthodox,3,6
2023-11-11,Mateusz Rebecki,Roosevelt Roberts,Red,Lightweight,MALE,3,3,0,3,3,0,2,3,5,0,3,6,19,0,0,1,0,1,3,170.18,187.96,167.64,185.42,31,29,4.69,3.05,0.48,0.44,1.0,0.9,4.12,1.39,0.75,0.29,Southpaw,Orthodox,3,8
2023-11-11,Jared Gordon,Mark Madsen,Red,Lightweight,MALE,3,0,0,3,4,1,1,7,4,5,1,32,13,0,0,1,1,0,0,175.26,172.72,172.72,182.88,35,39,5.75,3.56,0.55,0.49,0.0,0.0,1.78,2.86,0.31,0.66,Orthodox,Orthodox,12,5
2023-11-11,Dennis Buzukja,Jamall Emmers,Blue,Featherweight,MALE,3,0,0,1,1,1,1,1,2,2,4,9,15,0,0,0,0,0,0,175.26,177.8,177.8,187.96,26,34,4.21,5.3,0.43,0.48,0.2,0.2,0.63,1.83,0.27,0.4,Switch,Orthodox,3,6
2023-11-04,Gabriel Bonfim,Nicolas Dalby,Blue,Welterweight,MALE,3,3,3,3,3,0,0,3,6,0,3,3,31,0,0,0,0,3,0,185.42,180.34,182.88,187.96,26,38,5.78,4.06,0.42,0.43,1.9,0.1,2.92,1.01,0.75,0.27,Orthodox,Orthodox,3,9
2023-11-04,Caio Borralho,Abus Magomedov,Red,Middleweight,MALE,3,6,0,6,1,0,1,6,1,0,1,15,3,0,0,1,1,1,0,185.42,187.96,190.5,198.12,30,33,3.61,2.88,0.6,0.44,0.5,0.0,1.56,2.65,0.6,0.77,Southpaw,Orthodox,6,2
2023-11-04,Vitor Petrino,Modestas Bukauskas,Red,Light Heavyweight,MALE,3,3,2,3,2,0,0,3,3,0,3,8,13,0,0,1,1,1,0,187.96,190.5,195.58,198.12,26,29,2.82,3.21,0.45,0.42,0.8,0.2,3.98,0.38,0.66,0.66,Orthodox,Switch,3,6
2023-10-21,Islam Makhachev,Alexander Volkanovski,Red,Lightweight,MALE,5,12,1,12,12,0,0,13,13,1,1,33,50,3,8,2,5,6,0,177.8,167.64,177.8,180.34,31,35,2.65,6.16,0.59,0.56,1.1,0.2,3.19,1.78,0.53,0.37,Southpaw,Orthodox,14,14
2023-10-21,Kamaru Usman,Khamzat Chimaev,Blue,Middleweight,MALE,3,0,6,15,6,2,0,15,6,2,0,63,9,9,0,4,2,1,3,182.88,187.96,193.04,190.5,36,29,4.36,5.72,0.52,0.58,0.1,2.7,2.82,3.99,0.45,0.46,Switch,Orthodox,17,6
2023-10-21,Ikram Aliskerov,Warlley Alves,Red,Middleweight,MALE,3,2,0,2,4,0,2,2,8,0,6,2,33,0,1,1,3,1,3,182.88,180.34,193.04,182.88,30,32,7.03,3.04,0.6,0.48,1.8,0.8,1.82,1.22,0.33,0.5,Southpaw,Orthodox,2,14
2023-10-21,Said Nurmagomedov,Muin Gafurov,Red,Bantamweight,MALE,3,0,0,4,0,1,2,6,0,2,2,17,6,0,0,2,0,2,0,172.72,170.18,177.8,172.72,31,27,3.55,3.03,0.47,0.47,1.4,0.0,1.01,1.95,0.16,0.27,Orthodox,Southpaw,8,2
2023-10-21,Abu Azaitar,Sedriques Dumas,Blue,Middleweight,MALE,3,0,1,1,1,1,0,1,2,1,1,6,6,0,0,0,0,0,1,175.26,187.96,193.04,200.66,37,28,4.38,2.15,0.43,0.48,0.0,0.3,1.0,1.31,0.37,0.35,Orthodox,Orthodox,2,3
2023-10-21,Mike Breeden,Anshul Jubli,Red,Lightweight,MALE,3,0,2,0,2,4,0,0,2,4,0,8,5,0,1,0,1,0,0,177.8,182.88,177.8,175.26,34,28,5.75,6.48,0.45,0.46,0.0,0.4,0.98,0.82,0.3,0.18,Orthodox,Switch,4,2
2023-10-21,Nathaniel Wood,Muhammad Naimov,Blue,Featherweight,MALE,3,3,1,3,1,0,0,7,1,2,1,25,5,0,0,0,1,3,0,167.64,175.26,175.26,177.8,30,29,5.75,3.18,0.51,0.43,0.5,0.0,1.56,1.8,0.48,0.3,Orthodox,Orthodox,9,2
2023-10-14,Sodiq Yusuff,Edson Barboza,Blue,Featherweight,MALE,5,2,1,5,4,0,0,7,17,1,11,18,71,0,0,2,9,1,0,175.26,180.34,180.34,190.5,30,37,5.66,4.11,0.49,0.44,0.4,0.1,0.28,0.45,0.2,0.5,Orthodox,Orthodox,8,28
2023-10-14,Jonathan Martinez,Adrian Yanez,Red,Bantamweight,MALE,3,5,0,5,6,0,1,9,6,3,1,34,12,0,0,3,5,0,0,172.72,170.18,177.8,177.8,29,29,4.54,6.51,0.49,0.41,0.1,0.0,0.41,0.0,0.35,0.0,Southpaw,Orthodox,12,7
2023-10-14,Andre Petroski,Michel Pereira,Blue,Middleweight,MALE,3,5,5,5,5,0,0,5,6,0,2,13,22,0,0,1,1,2,1,182.88,185.42,185.42,185.42,32,30,3.0,5.16,0.5,0.54,2.0,0.8,4.07,1.53,0.56,0.55,Switch,Orthodox,5,8
2023-10-14,Christian Rodriguez,Cameron Saaiman,Red,Bantamweight,MALE,3,2,4,2,4,0,0,3,4,1,0,10,10,0,0,0,3,1,0,170.18,172.72,180.34,170.18,25,22,3.65,5.32,0.47,0.46,1.1,0.7,1.07,0.91,0.54,0.28,Orthodox,Southpaw,4,4
2023-10-14,Darren Elkins,TJ Brown,Red,Featherweight,MALE,3,0,0,6,2,1,1,17,4,10,4,69,22,0,0,4,0,2,2,177.8,175.26,180.34,182.88,39,33,3.44,3.37,0.38,0.44,1.1,1.3,2.85,3.41,0.35,0.57,Orthodox,Switch,27,8
2023-10-14,Chris Gutierrez,Alatengheili,Red,Bantamweight,MALE,3,0,2,4,2,1,0,7,4,2,1,25,16,0,0,3,1,0,0,175.26,165.1,170.18,167.64,32,31,4.72,2.64,0.59,0.32,0.1,0.0,0.26,1.99,0.3,0.45,Orthodox,Orthodox,9,5
2023-10-07,Grant Dawson,King Green,Blue,Lightweight,MALE,5,9,1,6,8,0,0,9,15,0,11,27,70,0,0,1,2,5,4,177.8,177.8,182.88,180.34,29,37,2.98,6.43,0.52,0.53,1.3,0.3,3.61,1.23,0.38,0.39,Switch,Orthodox,9,26
2023-10-07,Joe Pyfer,Abdul Razak Alhassan,Red,Middleweight,MALE,3,3,1,3,3,0,0,3,6,1,5,5,20,0,0,3,6,0,0,187.96,177.8,190.5,185.42,27,38,3.72,3.62,0.41,0.49,0.9,0.2,1.45,0.88,0.41,0.38,Orthodox,Orthodox,4,11
2023-10-07,Alex Morono,Joaquin Buckley,Blue,Welterweight,MALE,3,1,1,4,3,0,0,12,6,5,4,44,23,0,0,2,5,2,0,180.34,177.8,182.88,193.04,33,29,4.96,4.25,0.41,0.36,0.4,0.0,0.36,1.69,0.26,0.44,Orthodox,Southpaw,17,10
2023-10-07,Drew Dober,Ricky Glenn,Red,Lightweight,MALE,3,0,0,3,2,1,1,13,4,8,4,43,23,0,0,9,1,1,0,172.72,182.88,177.8,177.8,34,34,4.39,3.79,0.4,0.42,0.1,0.4,0.67,0.72,0.17,0.13,Southpaw,Southpaw,21,8
2023-10-07,Alexander Hernandez,Bill Algeo,Blue,Featherweight,MALE,3,1,1,2,2,0,0,6,4,5,4,23,22,0,0,3,1,0,1,175.26,182.88,182.88,185.42,31,34,4.33,5.88,0.41,0.51,0.1,0.1,1.06,1.03,0.31,0.5,Orthodox,Switch,11,8
2023-10-07,Aoriqileng,Johnny Munoz,Red,Bantamweight,MALE,3,0,0,2,1,1,1,2,2,3,3,11,12,0,0,1,0,0,1,170.18,175.26,175.26,180.34,30,30,5.31,2.44,0.5,0.36,0.0,1.8,1.45,2.4,0.46,0.25,Orthodox,Orthodox,5,5
2023-09-23,Rafael Fiziev,Mateusz Gamrot,Blue,Lightweight,MALE,5,0,1,6,4,1,0,6,5,2,2,22,19,0,0,3,2,0,1,172.72,177.8,180.34,177.8,30,32,4.9,3.23,0.51,0.5,0.0,0.1,0.29,5.25,0.4,0.35,Switch,Southpaw,8,7
2023-09-23,Bryce Mitchell,Dan Ige,Red,Featherweight,MALE,3,0,2,6,6,1,0,6,10,1,5,18,42,0,0,0,3,1,2,177.8,170.18,177.8,180.34,28,32,2.3,3.7,0.58,0.45,1.6,0.3,3.45,0.99,0.41,0.26,Southpaw,Orthodox,7,15
2023-09-23,Bryan Battle,AJ Fletcher,Red,Welterweight,MALE,3,1,1,3,1,0,0,4,2,1,2,10,9,0,0,2,1,1,1,185.42,177.8,195.58,170.18,29,26,4.52,3.36,0.51,0.49,0.6,0.9,1.12,1.54,0.28,0.35,Orthodox,Switch,5,4
2023-09-23,Ricardo Ramos,Charles Jourdain,Blue,Featherweight,MALE,3,1,1,3,2,0,0,7,5,3,5,22,30,0,0,2,2,1,1,175.26,175.26,182.88,175.26,28,27,3.03,5.48,0.36,0.48,0.8,0.5,2.77,0.35,0.61,0.23,Orthodox,Switch,10,10
2023-09-23,Tim Means,Andre Fialho,Red,Welterweight,MALE,3,0,0,4,2,3,3,14,2,12,4,61,12,0,0,5,2,2,0,187.96,182.88,190.5,187.96,39,29,5.08,3.3,0.49,0.41,0.2,0.0,1.16,0.25,0.4,1.0,Orthodox,Orthodox,26,6
2023-09-23,Jacob Malkoun,Cody Brundage,Blue,Middleweight,MALE,3,1,0,2,2,0,3,3,2,2,5,13,12,0,0,0,1,0,1,175.26,182.88,185.42,182.88,28,29,3.86,1.62,0.56,0.54,0.4,0.9,6.62,2.31,0.42,0.5,Orthodox,Orthodox,5,7
2023-09-16,Kevin Holland,Jack Della Maddalena,Blue,Welterweight,MALE,3,2,6,5,6,0,0,13,6,6,0,50,10,0,0,5,3,4,1,190.5,180.34,205.74,185.42,30,27,4.25,6.74,0.49,0.53,0.6,0.2,0.84,0.21,0.38,0.16,Orthodox,Switch,19,6
2023-09-16,Daniel Zellhuber,Christos Giagos,Red,Lightweight,MALE,3,1,1,1,2,0,0,2,6,1,6,9,24,0,0,0,1,0,2,185.42,177.8,195.58,180.34,24,33,5.86,3.03,0.41,0.41,0.2,0.4,0.22,2.84,0.33,0.36,Switch,Orthodox,3,12
2023-09-16,Roman Kopylov,Josh Fremd,Red,Middleweight,MALE,3,3,2,3,2,0,0,3,2,2,2,13,10,0,0,3,0,0,1,182.88,193.04,190.5,193.04,32,29,4.33,2.52,0.54,0.44,0.0,1.1,1.2,0.66,0.53,0.25,Southpaw,Orthodox,5,4
2023-09-09,Israel Adesanya,Sean Strickland,Blue,Middleweight,MALE,5,1,2,9,6,0,0,13,14,2,5,55,56,11,1,5,4,0,1,193.04,185.42,203.2,193.04,34,32,4.0,6.01,0.48,0.42,0.1,0.2,0.05,0.78,0.12,0.64,Switch,Orthodox,15,19
2023-09-09,Tyson Pedro,Anton Turkalj,Red,Light Heavyweight,MALE,3,0,0,2,1,1,2,5,1,4,2,15,7,0,0,3,0,2,0,190.5,193.04,200.66,198.12,31,27,2.9,2.45,0.59,0.42,0.8,0.0,0.76,4.98,0.3,0.41,Orthodox,Orthodox,9,3
2023-09-09,Carlos Ulberg,Da Woon Jung,Red,Light Heavyweight,MALE,3,4,0,4,2,0,2,5,4,1,2,9,15,0,0,4,2,0,1,193.04,193.04,195.58,198.12,32,29,7.41,3.49,0.59,0.43,0.3,0.2,0.95,1.9,0.75,0.5,Orthodox,Orthodox,6,6
2023-09-09,Jamie Mullarkey,John Makdessi,Red,Lightweight,MALE,3,0,0,2,3,1,1,4,11,4,8,19,48,0,0,2,3,0,0,182.88,172.72,187.96,172.72,29,38,4.39,5.52,0.46,0.49,0.1,0.0,2.31,0.0,0.34,0.0,Orthodox,Orthodox,8,19
2023-09-02,Benoit Saint Denis,Thiago Moises,Red,Lightweight,MALE,3,3,2,3,3,0,0,3,7,1,4,8,26,0,0,1,1,2,3,180.34,175.26,185.42,177.8,27,28,5.7,2.39,0.54,0.4,1.5,1.3,4.76,1.47,0.37,0.35,Southpaw,Orthodox,4,11
2023-09-02,Ange Loosa,Rhys McKee,Red,Welterweight,MALE,3,1,0,1,0,0,2,1,0,2,2,9,4,0,0,0,0,0,0,177.8,187.96,187.96,198.12,30,27,5.6,4.8,0.44,0.45,0.2,0.0,2.41,0.0,0.38,0.0,Orthodox,Orthodox,3,2
2023-09-02,Farid Basharat,Kleydson Rodrigues,Red,Bantamweight,MALE,3,2,1,2,1,0,0,2,2,0,1,6,7,0,0,0,1,0,0,172.72,165.1,180.34,170.18,26,27,4.47,4.58,0.58,0.57,0.6,0.6,3.96,0.6,0.41,0.22,Orthodox,Orthodox,2,3
