date,R_fighter,B_fighter,Winner,weight_class,gender,no_of_rounds,R_current_win_streak,B_current_win_streak,R_longest_win_streak,B_longest_win_streak,R_current_lose_streak,B_current_lose_streak,R_wins,B_wins,R_losses,B_losses,R_total_rounds_fought,B_total_rounds_fought,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_win_by_Submission,B_win_by_Submission,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_age,B_age,R_avg_SIG_STR_landed,B_avg_SIG_STR_landed,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_landed,B_avg_TD_landed,R_avg_TD_pct,B_avg_TD_pct,R_Stance,B_Stance,R_ufc_fights,B_ufc_fights
2016-11-05,Erik Perez,Felipe Arantes,Red,Bantamweight,MALE,3,2,2,3,2,0,0,6,5,2,4,17,22,0,0,2,1,1,2,172.72,172.72,172.72,185.42,26,28,31.125,28.5556,0.483,0.517,0.125,0.5556,2.0,1.0,0.331,0.281,Orthodox,Orthodox,8,9
2016-11-05,Henry Briones,Douglas Silva de Andrade,Blue,Bantamweight,MALE,3,0,1,1,1,1,0,1,1,1,1,5,6,0,0,0,0,1,0,172.72,170.18,175.26,172.72,36,31,33.5,33.0,0.415,0.28,0.5,0.0,0.0,0.0,0.0,0.0,Orthodox,Orthodox,2,2
2016-11-05,Sam Alvey,Alex Nicholson,Red,Middleweight,MALE,3,2,1,3,1,0,0,5,1,3,1,13,3,0,0,4,1,1,0,187.96,193.04,190.5,205.74,30,26,24.375,17.0,0.549,0.445,0.125,0.0,0.0,0.0,0.0,0.0,Southpaw,Orthodox,8,2
2016-10-08,Michael Bisping,Dan Henderson,Red,Middleweight,MALE,5,4,1,4,4,0,0,19,9,7,8,70,42,2,3,10,4,0,0,185.42,180.34,190.5,187.96,37,46,54.3846,26.1765,0.39,0.507,0.1923,0.2941,1.0,0.8235,0.257,0.232,Orthodox,Orthodox,26,17
2016-10-08,Vitor Belfort,Gegard Mousasi,Blue,Middleweight,MALE,3,0,2,3,2,1,0,14,6,8,3,32,22,6,0,11,2,2,1,182.88,187.96,187.96,193.04,39,31,10.4545,37.6667,0.525,0.506,0.3636,0.3333,0.2727,0.7778,0.125,0.333,Southpaw,Orthodox,22,9
2016-10-08,Ovince Saint Preux,Jimi Manuwa,Blue,Light Heavyweight,MALE,3,0,0,4,3,1,1,7,4,3,2,25,12,1,0,4,1,1,0,190.5,185.42,203.2,200.66,33,36,25.7,30.5,0.519,0.55,0.2,0.1667,0.6,0.5,0.3,0.167,Southpaw,Orthodox,10,6
2016-10-08,Mirsad Bektic,Russell Doane,Red,Featherweight,MALE,3,3,0,3,2,0,3,3,2,0,3,8,12,0,0,1,0,0,1,172.72,170.18,177.8,177.8,25,30,33.3333,22.4,0.487,0.42,0.0,0.8,2.3333,2.0,0.587,0.266,Orthodox,Orthodox,3,5
2016-10-08,Brad Pickett,Iuri Alcantara,Blue,Bantamweight,MALE,3,1,0,2,3,0,1,5,7,6,5,26,30,0,0,1,2,1,0,167.64,175.26,172.72,180.34,38,36,35.9091,28.9167,0.306,0.475,0.1818,0.4167,1.6364,1.1667,0.335,0.388,Orthodox,Southpaw,11,12
2016-10-08,Davey Grant,Damian Stasiak,Blue,Bantamweight,MALE,3,1,1,1,1,0,0,1,1,1,1,5,4,1,0,0,0,0,1,172.72,165.1,175.26,177.8,30,26,45.0,8.0,0.53,0.63,0.0,1.0,0.5,1.5,0.1,0.75,Orthodox,Orthodox,2,2
2016-10-08,Leon Edwards,Albert Tumenov,Red,Welterweight,MALE,3,1,0,2,5,0,1,3,5,2,2,13,14,0,0,1,3,0,0,182.88,180.34,187.96,185.42,25,24,24.4,35.2857,0.634,0.414,0.2,0.0,0.4,0.1429,0.132,0.143,Southpaw,Orthodox,5,7
2016-10-08,Leonardo Santos,Adriano Martins,Red,Lightweight,MALE,3,3,3,3,3,0,0,4,4,1,1,11,8,1,0,1,2,2,1,182.88,177.8,190.5,182.88,36,33,25.6,10.6,0.428,0.452,0.4,0.2,1.0,0.8,0.428,0.35,Orthodox,Southpaw,5,5
2016-10-01,John Lineker,John Dodson,Red,Bantamweight,MALE,5,5,1,5,3,0,0,9,7,2,2,24,23,0,3,5,4,1,0,160.02,160.02,170.18,167.64,26,32,54.0,37.4444,0.421,0.423,0.5455,0.0,0.4545,0.7778,0.182,0.304,Orthodox,Orthodox,11,9
2016-10-01,Hacran Dias,Andre Fili,Blue,Featherweight,MALE,3,0,0,2,1,1,1,3,3,3,3,18,12,0,0,0,2,0,0,172.72,180.34,175.26,187.96,32,26,32.0,28.1667,0.465,0.355,0.3333,0.1667,2.6667,1.8333,0.393,0.562,Orthodox,Orthodox,6,6
2016-10-01,Keita Nakamura,Elizeu Zaleski dos Santos,Blue,Welterweight,MALE,3,1,1,1,1,0,0,2,1,4,1,17,6,0,0,0,1,2,0,180.34,180.34,185.42,185.42,32,29,32.0,64.5,0.365,0.46,0.6667,0.5,1.5,0.0,0.417,0.0,Southpaw,Orthodox,6,2
2016-10-01,Nate Marquardt,Tamdan McCrory,Red,Middleweight,MALE,3,0,0,4,1,1,1,12,4,9,4,43,16,1,0,5,1,3,2,182.88,193.04,187.96,198.12,37,29,23.3333,18.0,0.52,0.5,0.6667,1.375,1.381,1.375,0.426,0.35,Orthodox,Switch,21,8
2016-09-24,Renan Barao,Phillipe Nover,Red,Featherweight,MALE,3,0,0,7,1,2,1,8,1,3,4,34,13,6,1,2,0,3,0,167.64,175.26,177.8,182.88,29,32,52.8182,14.8,0.375,0.354,0.2727,0.8,1.2727,1.2,0.179,0.1,Orthodox,Orthodox,11,5
2016-09-24,Francisco Trinaldo,Paul Felder,Red,Lightweight,MALE,3,6,2,6,2,0,0,10,4,3,2,31,17,0,0,2,1,2,1,175.26,180.34,177.8,177.8,38,32,38.3846,46.3333,0.514,0.433,0.3846,0.5,0.8462,0.5,0.287,0.25,Southpaw,Orthodox,13,6
2016-09-24,Godofredo Pepey,Mike de la Torre,Red,Featherweight,MALE,3,0,1,3,1,1,0,4,2,4,3,14,9,1,0,1,1,2,0,170.18,180.34,185.42,180.34,29,30,13.625,25.4,0.391,0.416,0.75,0.0,0.125,0.2,0.063,0.1,Orthodox,Orthodox,8,5
2016-09-24,Gilbert Burns,Michel Prazeres,Blue,Lightweight,MALE,3,1,2,3,2,0,0,4,4,1,2,11,18,0,0,0,0,3,0,177.8,167.64,180.34,170.18,30,35,21.8,30.8333,0.402,0.465,1.0,0.1667,1.6,4.0,0.44,0.313,Orthodox,Orthodox,5,6
2016-09-24,Rani Yahya,Michinori Tanaka,Red,Bantamweight,MALE,3,3,1,3,1,0,0,7,2,3,1,25,9,0,0,0,0,3,0,167.64,165.1,170.18,170.18,32,25,18.0,33.3333,0.413,0.407,1.4,0.3333,2.3,3.0,0.348,0.527,Orthodox,Orthodox,10,3
2016-09-24,Alan Patrick,Stevie Ray,Red,Lightweight,MALE,3,1,3,2,3,0,0,3,3,1,0,9,6,0,0,1,2,0,0,180.34,177.8,187.96,177.8,33,26,24.5,32.6667,0.455,0.503,0.25,0.6667,2.0,0.3333,0.348,0.333,Southpaw,Southpaw,4,3
2016-09-24,Vicente Luque,Hector Urbina,Red,Welterweight,MALE,3,2,0,2,1,0,1,2,1,1,1,6,4,0,0,0,0,2,1,180.34,180.34,190.5,185.42,24,29,21.6667,7.0,0.47,0.485,1.0,2.5,1.3333,0.0,0.267,0.0,Orthodox,Orthodox,3,2
2016-09-17,Dustin Poirier,Michael Johnson,Blue,Lightweight,MALE,5,4,0,4,4,0,2,12,8,3,6,30,36,0,1,5,3,3,0,175.26,177.8,182.88,185.42,27,30,42.8667,46.4286,0.503,0.344,0.6,0.0,1.0667,0.5,0.233,0.375,Southpaw,Southpaw,15,14
2016-09-17,Uriah Hall,Derek Brunson,Blue,Middleweight,MALE,3,0,4,3,4,1,0,5,6,4,1,20,13,1,0,2,3,0,1,182.88,185.42,200.66,195.58,32,32,32.3333,21.8571,0.566,0.467,0.2222,0.4286,0.7778,1.5714,0.36,0.176,Orthodox,Southpaw,9,7
2016-09-17,Roan Carneiro,Kenny Robertson,Red,Welterweight,MALE,3,0,0,1,3,1,1,3,4,4,4,14,17,0,0,1,1,1,2,180.34,177.8,187.96,187.96,38,32,11.5714,37.375,0.441,0.539,1.2857,0.625,2.2857,1.0,0.433,0.39,Orthodox,Orthodox,7,8
2016-09-17,Chris Wade,Islam Makhachev,Blue,Lightweight,MALE,3,0,0,4,1,1,1,4,1,1,1,11,3,0,0,0,0,2,1,177.8,177.8,177.8,177.8,28,24,21.8,18.0,0.418,0.45,0.4,0.5,2.2,1.5,0.602,0.3,Orthodox,Orthodox,5,2
2016-09-17,Chas Skelly,Maximo Blanco,Red,Featherweight,MALE,3,0,0,4,3,1,1,4,4,2,4,14,18,0,0,1,1,2,0,180.34,172.72,182.88,180.34,31,32,18.3333,41.375,0.353,0.466,2.0,0.25,1.1667,1.375,0.372,0.466,Orthodox,Orthodox,6,8
2016-09-17,Gabriel Benitez,Sam Sicilia,Red,Featherweight,MALE,3,0,0,2,2,1,1,2,5,1,5,7,20,0,0,0,3,1,0,172.72,172.72,180.34,170.18,28,30,31.3333,22.6,0.45,0.401,2.0,0.6,0.0,1.0,0.0,0.376,Southpaw,Orthodox,3,10
2016-09-10,Urijah Faber,Jimmie Rivera,Blue,Bantamweight,MALE,3,0,3,4,3,1,0,9,3,5,0,44,7,4,0,0,1,6,0,167.64,162.56,170.18,172.72,37,27,42.2857,52.0,0.469,0.467,0.5714,0.0,1.5,1.0,0.29,0.167,Orthodox,Orthodox,14,3
2016-09-10,Brad Tavares,Caio Magalhaes,Red,Middleweight,MALE,3,0,0,5,4,1,1,8,4,4,2,31,11,0,0,1,2,0,1,185.42,185.42,187.96,185.42,28,28,38.5833,17.1667,0.413,0.485,0.0,0.8333,1.1667,0.5,0.253,0.105,Orthodox,Orthodox,12,6
2016-09-10,Yancy Medeiros,Sean Spencer,Red,Welterweight,MALE,3,0,0,2,2,1,2,3,3,5,4,13,21,0,0,0,0,2,0,177.8,177.8,190.5,190.5,29,29,28.625,62.7143,0.358,0.313,0.375,0.0,0.0,0.1429,0.0,0.071,Orthodox,Orthodox,8,7
2016-09-03,Alexander Gustafsson,Jan Blachowicz,Red,Light Heavyweight,MALE,3,0,1,6,1,2,0,8,2,4,2,27,10,2,0,4,1,2,0,195.58,187.96,200.66,198.12,29,33,41.1667,43.75,0.383,0.54,0.4167,0.25,1.0833,1.25,0.285,0.5,Orthodox,Orthodox,12,4
2016-09-03,Ryan Bader,Ilir Latifi,Red,Light Heavyweight,MALE,3,0,3,5,3,1,0,13,5,5,2,42,11,1,0,3,3,1,1,187.96,177.8,187.96,185.42,33,33,26.5556,10.7143,0.371,0.427,0.2778,0.2857,2.2778,0.8571,0.271,0.369,Orthodox,Orthodox,18,7
2016-09-03,Nick Hein,Tae Hyun Bang,Red,Lightweight,MALE,3,2,1,2,1,0,0,3,2,1,2,12,10,0,0,0,1,0,0,167.64,175.26,167.64,180.34,32,33,43.75,31.5,0.398,0.385,0.0,0.5,0.75,0.5,0.165,0.5,Southpaw,Switch,4,4
2016-09-03,Peter Sobotta,Nicolas Dalby,Red,Welterweight,MALE,3,0,0,2,1,1,2,2,1,4,2,14,9,0,0,0,0,1,0,182.88,180.34,190.5,187.96,29,31,20.3333,60.6667,0.372,0.387,0.5,0.0,1.3333,2.6667,0.34,0.367,Southpaw,Orthodox,6,3
2016-09-03,Taylor Lapilus,Leandro Issa,Red,Bantamweight,MALE,3,0,0,2,2,1,1,2,2,1,2,8,10,0,0,1,0,0,2,167.64,170.18,185.42,175.26,24,32,43.6667,28.0,0.437,0.44,0.6667,1.25,0.6667,1.75,0.22,0.303,Southpaw,Orthodox,3,4
2016-09-03,Rustam Khabilov,Leandro Silva,Red,Lightweight,MALE,3,2,0,3,2,0,1,5,3,2,4,18,18,0,0,1,0,0,1,172.72,175.26,185.42,182.88,29,30,23.8571,30.7143,0.383,0.526,0.1429,0.4286,3.7143,1.7143,0.493,0.433,Orthodox,Orthodox,7,7
2016-08-27,Demian Maia,Carlos Condit,Red,Welterweight,MALE,5,5,0,5,5,0,1,17,7,6,5,61,37,1,3,1,4,8,0,185.42,187.96,182.88,190.5,38,32,22.1739,63.4167,0.531,0.378,1.0,0.75,2.3913,0.5,0.383,0.159,Southpaw,Orthodox,23,12
2016-08-27,Anthony Pettis,Charles Oliveira,Red,Featherweight,MALE,3,0,1,5,4,3,0,5,9,4,6,22,28,3,0,2,0,2,8,177.8,177.8,182.88,187.96,29,26,28.7778,22.6667,0.452,0.509,0.3333,1.3333,0.6667,1.0667,0.073,0.365,Orthodox,Orthodox,9,15
2016-08-27,Joe Lauzon,Jim Miller,Blue,Lightweight,MALE,3,1,1,3,7,0,0,13,15,8,8,40,53,0,0,4,3,7,6,177.8,172.72,180.34,180.34,32,32,19.5714,26.0435,0.436,0.356,1.2381,1.5217,1.1429,1.1739,0.381,0.443,Orthodox,Southpaw,21,23
2016-08-27,Sam Alvey,Kevin Casey,Red,Middleweight,MALE,3,1,0,3,1,0,3,4,1,3,5,11,13,0,0,3,0,1,0,187.96,180.34,190.5,195.58,30,35,19.4286,24.1667,0.554,0.493,0.1429,0.3333,0.0,0.5,0.0,0.11,Southpaw,Southpaw,7,6
2016-08-27,Chad Laprise,Thibault Gouti,Red,Lightweight,MALE,3,0,0,3,0,2,2,3,0,2,2,13,4,1,0,0,0,0,0,177.8,177.8,180.34,182.88,30,29,55.2,14.5,0.426,0.21,0.0,0.0,0.8,0.0,0.114,0.0,Orthodox,Orthodox,5,2
2016-08-20,Nate Diaz,Conor McGregor,Blue,Welterweight,MALE,5,2,0,5,7,0,1,14,7,8,1,52,13,2,2,2,6,9,0,182.88,175.26,193.04,187.96,31,28,47.4545,34.625,0.424,0.488,1.1364,0.0,0.7273,0.625,0.34,0.225,Southpaw,Southpaw,22,8
2016-08-20,Anthony Johnson,Glover Teixeira,Red,Light Heavyweight,MALE,3,2,3,3,5,0,0,12,8,5,2,30,22,1,1,10,3,0,3,187.96,187.96,198.12,193.04,32,36,20.8824,38.1,0.506,0.464,0.2941,0.4,1.0588,1.5,0.287,0.33,Orthodox,Orthodox,17,10
2016-08-20,Rick Story,Donald Cerrone,Blue,Welterweight,MALE,3,3,2,6,8,0,0,12,17,6,4,49,43,0,1,2,6,2,5,175.26,185.42,180.34,185.42,31,33,49.1111,42.9048,0.427,0.491,0.7778,0.4286,2.1667,0.7619,0.568,0.307,Southpaw,Orthodox,18,21
2016-08-20,Cody Garbrandt,Takeya Mizugaki,Red,Bantamweight,MALE,3,4,1,4,5,0,0,4,8,0,4,8,33,0,0,3,1,0,0,172.72,170.18,165.1,172.72,25,32,36.25,49.6667,0.363,0.375,0.0,0.0833,1.0,1.3333,0.208,0.356,Orthodox,Orthodox,4,12
2016-08-20,Neil Magny,Lorenz Larkin,Blue,Welterweight,MALE,3,3,1,7,2,0,0,11,4,3,5,39,22,0,0,4,2,1,0,190.5,180.34,203.2,182.88,29,29,51.8571,39.8889,0.449,0.452,0.2143,0.0,2.4286,0.1111,0.475,0.056,Orthodox,Orthodox,14,9
2016-08-06,Yair Rodriguez,Alex Caceres,Red,Featherweight,MALE,5,4,2,4,2,0,0,4,7,0,7,11,36,1,0,1,0,0,2,180.34,177.8,180.34,185.42,23,28,41.75,46.3571,0.483,0.473,1.75,0.8571,1.75,0.5714,0.638,0.238,Orthodox,Southpaw,4,14
2016-08-06,Dennis Bermudez,Rony Jason,Red,Featherweight,MALE,3,1,0,7,3,0,2,8,4,3,3,26,12,1,1,1,2,2,1,167.64,170.18,167.64,177.8,29,32,47.7273,18.2857,0.443,0.5,1.0909,0.5714,3.0,0.4286,0.46,0.19,Orthodox,Orthodox,11,7
2016-08-06,Thales Leites,Chris Camozzi,Red,Middleweight,MALE,3,0,3,5,4,2,0,10,9,5,7,39,40,1,0,2,1,4,1,185.42,187.96,198.12,193.04,34,29,24.8667,45.375,0.391,0.485,1.0,0.375,1.6667,0.25,0.295,0.109,Orthodox,Orthodox,15,16
2016-08-06,Santiago Ponzinibbio,Zak Cummings,Red,Welterweight,MALE,3,2,2,2,2,0,0,4,4,2,1,11,10,0,0,3,1,0,1,182.88,182.88,185.42,190.5,29,32,34.0,24.2,0.407,0.366,0.0,0.6,0.1667,1.2,0.055,0.398,Orthodox,Southpaw,6,5
2016-08-06,Court McGee,Dominique Steele,Red,Welterweight,MALE,3,0,0,3,1,1,1,6,1,4,2,27,7,1,0,0,1,2,0,180.34,177.8,190.5,187.96,31,28,71.1,24.0,0.372,0.68,0.5,0.0,1.8,3.3333,0.282,0.473,Orthodox,Orthodox,10,3
2016-08-06,Cub Swanson,Tatsuya Kawajiri,Red,Featherweight,MALE,3,1,0,6,2,0,1,7,3,3,2,29,14,0,0,4,0,0,1,172.72,170.18,177.8,175.26,32,38,47.2,22.6,0.449,0.6,0.1,0.4,0.6,3.0,0.4,0.324,Orthodox,Orthodox,10,5
2016-07-30,Robbie Lawler,Tyron Woodley,Blue,Welterweight,MALE,5,5,2,5,2,0,0,12,5,4,2,48,14,4,0,6,4,0,0,180.34,175.26,187.96,187.96,34,34,51.125,25.2857,0.456,0.551,0.0,0.0,1.0,0.4286,0.406,0.143,Southpaw,Orthodox,16,7
2016-07-30,Matt Brown,Jake Ellenberger,Blue,Welterweight,MALE,3,0,0,7,6,1,2,13,9,8,7,49,35,0,0,9,4,2,1,182.88,175.26,190.5,180.34,35,31,34.9524,21.9375,0.566,0.394,1.0952,0.25,1.0952,1.375,0.415,0.425,Orthodox,Orthodox,21,16
2016-07-30,Francisco Rivera,Erik Perez,Blue,Bantamweight,MALE,3,0,1,2,3,2,0,4,5,6,2,21,14,0,0,3,2,0,1,172.72,172.72,172.72,172.72,34,26,36.6,27.8571,0.442,0.503,0.4,0.1429,0.7,2.0,0.275,0.331,Orthodox,Orthodox,10,7
2016-07-30,Nikita Krylov,Ed Herman,Red,Light Heavyweight,MALE,3,4,1,4,3,0,0,5,10,2,8,10,39,0,1,2,3,3,4,190.5,185.42,195.58,195.58,24,35,27.2857,27.2222,0.624,0.499,0.7143,0.7222,0.0,1.6667,0.0,0.437,Orthodox,Orthodox,7,18
2016-07-30,Ross Pearson,Jorge Masvidal,Blue,Welterweight,MALE,3,0,0,3,3,1,2,11,6,9,4,51,29,1,0,4,1,0,1,172.72,180.34,175.26,187.96,31,31,41.85,52.1,0.424,0.498,0.0,0.7,0.65,1.4,0.35,0.395,Orthodox,Orthodox,20,10
2016-07-23,Edson Barboza,Gilbert Melendez,Red,Lightweight,MALE,3,1,0,4,1,0,2,11,1,4,3,35,13,0,2,5,0,0,0,180.34,175.26,190.5,185.42,30,34,41.4,50.75,0.457,0.305,0.0667,0.0,0.4,0.75,0.177,0.53,Orthodox,Orthodox,15,4
2016-07-23,Frankie Saenz,Eddie Wineland,Blue,Bantamweight,MALE,3,0,0,3,2,1,2,3,3,1,5,12,19,0,1,0,2,0,0,167.64,170.18,167.64,175.26,35,32,64.25,38.625,0.47,0.259,0.25,0.0,2.25,0.25,0.365,0.166,Orthodox,Orthodox,4,8
2016-07-23,Darren Elkins,Godofredo Pepey,Red,Featherweight,MALE,3,2,3,5,3,0,0,10,4,4,3,34,11,0,1,2,1,0,2,177.8,170.18,180.34,185.42,32,29,35.5714,12.7143,0.296,0.373,1.2143,0.5714,2.0714,0.1429,0.344,0.071,Orthodox,Orthodox,14,7
2016-07-23,Kamaru Usman,Alexander Yakovlev,Red,Welterweight,MALE,3,2,2,2,2,0,0,2,2,0,2,5,10,1,0,0,1,1,0,182.88,190.5,193.04,187.96,29,32,31.5,28.0,0.585,0.545,0.5,0.0,6.0,1.25,0.605,0.475,Switch,Southpaw,2,4
2016-07-23,Alex Oliveira,James Moontasri,Red,Welterweight,MALE,3,0,1,3,1,1,0,3,2,2,2,11,7,0,0,1,1,1,1,180.34,177.8,193.04,180.34,28,28,19.8,21.0,0.38,0.468,0.6,0.25,1.6,0.0,0.182,0.0,Orthodox,Switch,5,4
2016-07-13,Michael McDonald,John Lineker,Blue,Bantamweight,MALE,5,1,4,4,4,0,0,6,8,2,2,18,23,1,0,2,4,2,1,175.26,160.02,177.8,170.18,25,26,25.25,56.8,0.41,0.416,0.875,0.6,0.75,0.5,0.188,0.2,Orthodox,Orthodox,8,10
2016-07-13,Tim Boetsch,Josh Samman,Red,Middleweight,MALE,3,0,0,4,3,3,1,9,3,9,1,41,8,0,0,4,2,0,1,182.88,190.5,187.96,200.66,35,28,27.1111,17.25,0.499,0.545,0.6111,0.25,1.0556,0.75,0.163,0.25,Orthodox,Orthodox,18,4
2016-07-13,Kyle Noke,Keita Nakamura,Blue,Welterweight,MALE,3,0,0,3,1,1,1,6,1,4,4,20,15,0,0,3,0,2,1,185.42,180.34,193.04,185.42,36,32,29.7,30.2,0.548,0.366,0.4,0.6,0.9,1.8,0.283,0.5,Southpaw,Southpaw,10,5
2016-07-13,Scott Holtzman,Cody Pfister,Red,Lightweight,MALE,3,0,0,1,1,1,1,1,1,1,2,6,7,0,0,0,0,1,0,175.26,177.8,175.26,185.42,32,26,54.5,10.6667,0.53,0.38,0.5,0.0,1.5,2.3333,0.365,0.57,Orthodox,Orthodox,2,3
2016-07-09,Daniel Cormier,Anderson Silva,Red,Light Heavyweight,MALE,3,2,0,4,16,0,4,6,16,1,4,23,49,3,13,1,11,2,3,180.34,187.96,182.88,195.58,37,41,60.2857,34.0,0.516,0.67,0.7143,0.3,1.5714,0.15,0.327,0.15,Orthodox,Southpaw,7,20
2016-07-09,Jose Aldo,Frankie Edgar,Red,Featherweight,MALE,5,0,5,7,5,1,0,7,14,1,5,31,69,8,7,2,4,0,2,170.18,167.64,177.8,172.72,29,34,53.625,62.4737,0.403,0.422,0.375,0.4211,1.5,3.2105,0.298,0.333,Orthodox,Orthodox,8,19
2016-07-09,Johny Hendricks,Kelvin Gastelum,Blue,Welterweight,MALE,3,0,0,6,5,1,1,12,6,4,2,43,21,3,1,5,1,0,2,175.26,175.26,175.26,180.34,32,24,44.3125,41.5,0.539,0.426,0.375,0.25,3.375,1.125,0.321,0.395,Southpaw,Southpaw,16,8
2016-07-09,TJ Dillashaw,Raphael Assuncao,Red,Bantamweight,MALE,3,0,7,4,7,1,0,8,7,3,1,33,20,5,0,5,1,1,1,167.64,165.1,170.18,167.64,30,33,73.0909,47.75,0.397,0.455,1.0,0.25,1.3636,1.375,0.341,0.288,Orthodox,Orthodox,11,8
2016-07-09,Diego Sanchez,Joe Lauzon,Blue,Lightweight,MALE,3,1,0,6,3,0,1,15,12,8,8,64,39,2,0,5,3,0,7,177.8,177.8,182.88,180.34,34,32,36.1304,19.45,0.377,0.425,0.7826,1.3,1.2174,1.2,0.269,0.4,Southpaw,Orthodox,23,20
2016-07-09,Gegard Mousasi,Thiago Santos,Red,Middleweight,MALE,3,1,4,2,4,0,0,5,5,3,2,21,11,0,0,1,4,1,0,187.96,187.96,193.04,193.04,30,32,39.75,20.2857,0.493,0.459,0.375,0.0,0.625,0.1429,0.25,0.071,Orthodox,Orthodox,8,7
2016-07-09,Jim Miller,Takanori Gomi,Red,Lightweight,MALE,3,0,0,7,2,2,2,14,4,8,6,52,20,0,0,2,2,6,0,172.72,170.18,180.34,177.8,32,37,26.8636,36.4,0.359,0.319,1.5909,0.0,1.1818,0.1,0.418,0.05,Southpaw,Southpaw,22,10
2016-07-08,Dooho Choi,Thiago Tavares,Red,Featherweight,MALE,3,2,1,2,2,0,0,2,10,0,7,2,37,0,0,2,1,0,5,177.8,170.18,177.8,172.72,25,31,14.0,19.2353,0.675,0.429,0.0,0.9412,0.0,2.3529,0.0,0.465,Orthodox,Orthodox,2,17
2016-07-08,Cezar Ferreira,Anthony Smith,Red,Middleweight,MALE,3,1,1,3,1,0,0,5,1,3,1,16,4,1,0,0,0,1,0,185.42,193.04,198.12,193.04,31,27,16.125,31.0,0.394,0.41,0.125,0.0,1.125,1.0,0.273,0.2,Southpaw,Orthodox,8,2
2016-07-08,Jake Matthews,Kevin Lee,Blue,Lightweight,MALE,3,2,1,2,4,0,0,4,5,1,2,11,17,0,0,0,0,3,1,180.34,175.26,185.42,195.58,21,23,37.6,43.8571,0.438,0.359,0.8,1.0,1.4,2.1429,0.338,0.349,Orthodox,Orthodox,5,7
2016-07-07,Rafael Dos Anjos,Eddie Alvarez,Blue,Lightweight,MALE,5,5,2,5,2,0,0,14,2,5,1,49,9,2,0,4,0,2,0,172.72,175.26,177.8,175.26,31,32,35.7895,40.3333,0.425,0.427,0.6316,0.0,2.0526,3.0,0.354,0.223,Southpaw,Orthodox,19,3
2016-07-07,Joe Duffy,Mitch Clarke,Red,Lightweight,MALE,3,0,0,2,2,1,1,2,2,1,3,5,13,0,0,1,0,1,1,177.8,177.8,185.42,185.42,28,30,20.0,27.4,0.337,0.336,0.6667,0.4,0.0,0.6,0.0,0.074,Orthodox,Orthodox,3,5
2016-07-07,Mike Pyle,Alberto Mina,Blue,Welterweight,MALE,3,1,2,4,2,0,0,10,2,6,0,33,4,0,0,5,1,2,0,182.88,182.88,187.96,195.58,40,34,23.25,51.5,0.411,0.515,0.8125,0.0,1.0,1.0,0.237,0.065,Orthodox,Orthodox,16,2
2016-07-07,Russell Doane,Pedro Munhoz,Blue,Bantamweight,MALE,3,0,0,2,1,2,2,2,1,2,3,11,8,0,0,0,1,1,0,170.18,167.64,177.8,165.1,29,29,23.5,31.25,0.418,0.56,1.0,0.75,2.5,0.5,0.333,0.25,Orthodox,Orthodox,4,4
2016-07-07,Felipe Arantes,Jerrod Sanders,Red,Bantamweight,MALE,3,1,1,1,1,0,0,4,1,4,2,20,5,0,0,1,0,1,0,172.72,172.72,185.42,182.88,28,36,31.75,6.0,0.54,0.613,0.5,1.0,1.125,1.0,0.316,0.123,Orthodox,Orthodox,8,3
2016-06-18,Rory MacDonald,Stephen Thompson,Blue,Welterweight,MALE,5,0,6,5,6,1,0,9,7,3,1,33,15,1,0,3,5,1,0,182.88,182.88,193.04,190.5,26,33,50.5,40.375,0.444,0.52,0.4167,0.0,1.75,0.625,0.379,0.229,Orthodox,Orthodox,12,8
2016-06-18,Donald Cerrone,Patrick Cote,Red,Welterweight,MALE,3,1,3,8,4,0,0,16,10,4,9,40,47,1,2,5,4,5,0,185.42,180.34,185.42,180.34,33,36,41.4,30.1053,0.486,0.46,0.4,0.2105,0.7,0.5263,0.29,0.14,Orthodox,Orthodox,20,19
2016-06-18,Steve Bosse,Sean O'Connell,Red,Light Heavyweight,MALE,3,1,0,1,2,0,1,1,2,1,3,2,9,0,0,1,2,0,0,180.34,185.42,182.88,187.96,34,32,2.5,42.2,0.205,0.476,0.0,0.4,0.0,0.0,0.0,0.0,Orthodox,Orthodox,2,5
2016-06-18,Jason Saggo,Leandro Silva,Red,Lightweight,MALE,3,1,2,1,2,0,0,2,3,1,3,5,15,0,0,2,0,0,1,180.34,175.26,180.34,182.88,30,30,19.6667,28.0,0.52,0.535,0.0,0.5,2.6667,1.6667,0.343,0.395,Orthodox,Orthodox,3,6
2016-06-18,Tamdan McCrory,Krzysztof Jotko,Blue,Middleweight,MALE,3,1,3,1,3,0,0,4,4,3,1,15,14,0,0,1,0,2,0,193.04,185.42,198.12,195.58,29,26,20.2857,40.6,0.524,0.484,1.5714,0.0,1.5714,1.2,0.4,0.382,Switch,Southpaw,7,5
